kommune,kommune_nr,year,source,men,women,pop_total,men_age_0_14,men_age_15_24,men_age_25_44,men_age_45_64,men_age_65_79,men_age_80_plus,men_age_65_plus,women_age_0_14,women_age_15_24,women_age_25_44,women_age_45_64,women_age_65_79,women_age_80_plus,women_age_65_plus,age_0_14,age_15_24,age_25_44,age_45_64,age_65_79,age_80_plus,age_65_plus,pct_men,pct_women,pct_0_14,pct_65_plus,dependency_ratio
Odense,461,2021,Basisdata_o/Befolkning/KOMM_TOT_21.dbf,101886.0,104101.0,205987.0,16118.0,16258.0,29579.0,23769.0,12596.0,3566.0,16162.0,15169.0,16964.0,27572.0,24171.0,14549.0,5676.0,20225.0,31287.0,33222.0,57151.0,47940.0,27145.0,9242.0,36387.0,49.462344711074,50.537655288926,15.188822595600692,17.664706996072567,48.92815570481444
