OMRP,men,women,pop_total,mean_age,age_0_14,age_15_24,age_25_44,age_45_64,age_65_plus,pct_0_14,pct_65_plus,pct_women
12224,22,23,45,24.68888888888889,0,29,15,1,0,0.0,0.0,51.111111111111114
12225,443,442,885,35.95593220338983,58,219,360,138,110,6.553672316384181,12.429378531073446,49.943502824858754
12226,6,5,11,21.818181818181817,0,9,2,0,0,0.0,0.0,45.45454545454545
12227,20,23,43,23.093023255813954,0,33,10,0,0,0.0,0.0,53.48837209302326
12228,142,134,276,30.514492753623188,15,93,124,34,10,5.434782608695652,3.6231884057971016,48.55072463768116
12229,75,80,155,33.39354838709677,24,34,60,23,14,15.483870967741936,9.03225806451613,51.61290322580645
12230,482,524,1006,34.84592445328032,69,236,420,196,85,6.858846918489066,8.449304174950298,52.087475149105366
12231,201,226,427,33.36533957845433,28,106,180,90,23,6.557377049180328,5.386416861826698,52.92740046838407
12232,119,172,291,57.402061855670105,18,13,28,108,124,6.185567010309279,42.61168384879725,59.106529209621996
12233,110,124,234,43.12820512820513,42,23,48,65,56,17.94871794871795,23.931623931623932,52.99145299145299
12234,99,162,261,48.61302681992337,21,44,47,59,90,8.045977011494253,34.48275862068966,62.06896551724138
12235,111,105,216,30.587962962962962,19,70,88,28,11,8.796296296296296,5.092592592592593,48.611111111111114
12236,338,302,640,33.971875,126,125,191,121,77,19.6875,12.03125,47.1875
12237,802,847,1649,35.19648271679806,174,370,642,296,167,10.55184960582171,10.127349909035779,51.36446331109764
12238,91,63,154,34.40909090909091,8,49,58,27,12,5.194805194805195,7.792207792207792,40.90909090909091
12239,441,445,886,40.17945823927765,169,89,241,217,170,19.0744920993228,19.187358916478555,50.22573363431151
12240,42,61,103,49.71844660194175,15,12,15,20,41,14.563106796116505,39.80582524271845,59.22330097087379
12301,31,26,57,38.78947368421053,7,13,10,20,7,12.280701754385966,12.280701754385966,45.6140350877193
12302,415,444,859,42.89988358556461,159,77,171,250,202,18.509895227008148,23.515715948777647,51.68800931315483
12303,58,60,118,33.3728813559322,32,13,33,26,14,27.11864406779661,11.864406779661017,50.847457627118644
12304,28,37,65,84.35384615384615,0,0,0,2,63,0.0,96.92307692307692,56.92307692307692
12305,3,6,9,82.88888888888889,0,0,0,0,9,0.0,100.0,66.66666666666667
12306,1784,1865,3649,43.6634694436832,718,302,745,927,957,19.67662373252946,26.226363387229377,51.109893121403125
12307,11,30,41,81.09756097560975,0,0,0,2,39,0.0,95.1219512195122,73.17073170731707
12308,81,79,160,36.46875,33,23,35,55,14,20.625,8.75,49.375
12309,237,270,507,46.55424063116371,71,46,97,138,155,14.003944773175542,30.57199211045365,53.25443786982248
