OMRP,men,women,pop_total,mean_age,age_0_14,age_15_24,age_25_44,age_45_64,age_65_plus,pct_0_14,pct_65_plus,pct_women
12806,513,520,1033,43.13455953533398,179,91,234,293,236,17.32817037754114,22.846079380445303,50.33881897386254
12807,239,194,433,31.99538106235566,137,43,129,93,31,31.63972286374134,7.159353348729792,44.80369515011547
12901,807,830,1637,42.207697006719606,336,127,374,427,373,20.525351252290776,22.785583384239462,50.70250458155162
12902,385,394,779,42.97047496790757,145,78,148,230,178,18.613607188703465,22.849807445442874,50.57766367137356
12903,60,47,107,37.44859813084112,23,14,21,40,9,21.49532710280374,8.411214953271028,43.925233644859816
12904,11,8,19,40.89473684210526,2,3,5,5,4,10.526315789473685,21.05263157894737,42.10526315789474
13001,479,591,1070,45.42056074766355,158,94,246,275,297,14.766355140186915,27.757009345794394,55.23364485981308
13002,281,293,574,36.33449477351916,150,61,145,136,82,26.13240418118467,14.285714285714286,51.045296167247386
13003,291,296,587,49.921635434412266,77,49,106,146,209,13.117546848381602,35.604770017035776,50.42589437819421
13004,306,283,589,43.806451612903224,66,82,158,144,139,11.205432937181664,23.599320882852293,48.04753820033956
13005,140,145,285,37.901754385964914,75,23,62,84,41,26.31578947368421,14.385964912280702,50.87719298245614
13006,248,251,499,39.73346693386774,85,55,147,128,84,17.034068136272545,16.83366733466934,50.300601202404806
13007,805,801,1606,39.702988792029885,335,165,388,439,279,20.859277708592778,17.372353673723538,49.87546699875467
13008,8,20,28,70.28571428571429,0,0,3,5,20,0.0,71.42857142857143,71.42857142857143
13009,873,952,1825,48.53808219178082,267,142,348,428,640,14.63013698630137,35.06849315068493,52.16438356164384
13010,17,42,59,81.23728813559322,0,0,0,5,54,0.0,91.52542372881356,71.1864406779661
13101,28,23,51,38.470588235294116,10,8,11,14,8,19.607843137254903,15.686274509803921,45.09803921568628
13102,134,118,252,40.67460317460318,45,34,50,86,37,17.857142857142858,14.682539682539682,46.82539682539682
13103,74,69,143,41.05594405594405,31,15,28,42,27,21.678321678321677,18.88111888111888,48.25174825174825
13104,7,6,13,38.23076923076923,5,0,3,2,3,38.46153846153846,23.076923076923077,46.15384615384615
13105,76,58,134,41.156716417910445,15,19,32,54,14,11.194029850746269,10.447761194029852,43.28358208955224
13106,3,2,5,21.4,3,0,2,0,0,60.0,0.0,40.0
13107,62,60,122,37.30327868852459,34,7,29,35,17,27.868852459016395,13.934426229508198,49.18032786885246
13108,15,11,26,44.57692307692308,4,3,3,11,5,15.384615384615385,19.23076923076923,42.30769230769231
13109,21,15,36,43.5,5,3,10,9,9,13.88888888888889,25.0,41.666666666666664
13110,74,68,142,38.63380281690141,30,18,28,51,15,21.12676056338028,10.56338028169014,47.88732394366197
13111,133,103,236,40.3771186440678,44,21,57,79,35,18.64406779661017,14.830508474576272,43.644067796610166
13112,995,1032,2027,34.749383325111005,494,277,558,447,251,24.37099161322151,12.38283177109028,50.91267883571781
13201,515,551,1066,39.46435272045028,223,133,245,288,177,20.919324577861165,16.604127579737337,51.688555347091935
13202,9,18,27,84.4074074074074,0,0,0,0,27,0.0,100.0,66.66666666666667
13203,1638,1717,3355,39.64977645305514,735,348,722,986,564,21.907600596125185,16.810730253353203,51.177347242921016
13204,0,3,3,91.0,0,0,0,0,3,0.0,100.0,100.0
13205,279,295,574,37.90940766550523,123,71,134,164,82,21.428571428571427,14.285714285714286,51.393728222996515
13206,8,26,34,80.6470588235294,0,0,0,3,31,0.0,91.17647058823529,76.47058823529412
13207,437,425,862,32.85498839907193,151,203,276,150,82,17.51740139211137,9.51276102088167,49.303944315545245
13208,15,10,25,24.56,0,13,12,0,0,0.0,0.0,40.0
13401,206,187,393,40.87786259541985,67,45,96,120,65,17.048346055979643,16.53944020356234,47.58269720101781
13402,217,212,429,40.282051282051285,71,56,98,141,63,16.55011655011655,14.685314685314685,49.417249417249415
13403,13,16,29,44.827586206896555,4,3,6,9,7,13.793103448275861,24.137931034482758,55.172413793103445
13404,185,157,342,42.05555555555556,56,46,79,88,73,16.374269005847953,21.34502923976608,45.90643274853801
13405,200,168,368,40.91304347826087,63,43,75,134,53,17.119565217391305,14.402173913043478,45.65217391304348
13406,13,22,35,85.2,0,0,0,0,35,0.0,100.0,62.857142857142854
13407,5,7,12,74.91666666666667,0,0,0,4,8,0.0,66.66666666666667,58.333333333333336
13408,58,53,111,43.450450450450454,19,13,16,39,24,17.117117117117118,21.62162162162162,47.747747747747745
13409,604,611,1215,40.3679012345679,269,139,241,312,254,22.13991769547325,20.905349794238685,50.288065843621396
13501,657,710,1367,33.93782004389173,100,361,560,225,121,7.315288953913679,8.851499634235552,51.93855157278713
13502,352,409,761,40.12746386333772,53,190,226,155,137,6.964520367936925,18.00262812089356,53.745072273324574
13503,51,34,85,41.23529411764706,6,6,31,39,3,7.0588235294117645,3.5294117647058822,40.0
13504,471,391,862,32.22389791183295,54,321,311,93,83,6.2645011600928076,9.62877030162413,45.359628770301626
13505,371,383,754,38.30769230769231,28,263,214,109,140,3.713527851458886,18.56763925729443,50.795755968169765
13506,202,220,422,45.15165876777251,42,65,84,131,100,9.95260663507109,23.696682464454977,52.132701421800945
13507,35,30,65,39.30769230769231,8,10,14,26,7,12.307692307692308,10.76923076923077,46.15384615384615
13508,561,613,1174,35.84412265758092,102,290,406,231,145,8.68824531516184,12.350936967632027,52.21465076660988
13509,4,28,32,84.40625,0,0,0,1,31,0.0,96.875,87.5
13510,8,35,43,84.18604651162791,0,0,0,0,43,0.0,100.0,81.3953488372093
13511,9,21,30,77.8,0,0,0,4,26,0.0,86.66666666666667,70.0
13512,31,31,62,41.596774193548384,0,19,21,8,14,0.0,22.580645161290324,50.0
13513,364,375,739,40.09336941813261,34,214,215,118,158,4.600811907983762,21.380243572395127,50.74424898511502
13514,14,17,31,62.83870967741935,1,1,6,3,20,3.225806451612903,64.51612903225806,54.83870967741935
13515,23,24,47,32.319148936170215,1,20,16,9,1,2.127659574468085,2.127659574468085,51.06382978723404
13516,27,17,44,58.86363636363637,0,0,6,24,14,0.0,31.818181818181817,38.63636363636363
13517,16,15,31,22.774193548387096,0,25,6,0,0,0.0,0.0,48.38709677419355
13518,19,14,33,23.575757575757574,0,21,12,0,0,0.0,0.0,42.42424242424242
13519,16,21,37,23.56756756756757,0,26,11,0,0,0.0,0.0,56.75675675675676
13520,13,11,24,24.458333333333332,0,17,6,1,0,0.0,0.0,45.833333333333336
13521,16,22,38,28.763157894736842,2,15,15,5,1,5.2631578947368425,2.6315789473684212,57.89473684210526
13522,8,16,24,24.166666666666668,0,16,8,0,0,0.0,0.0,66.66666666666667
13523,15,18,33,23.96969696969697,0,20,13,0,0,0.0,0.0,54.54545454545455
13524,6,13,19,25.473684210526315,0,9,10,0,0,0.0,0.0,68.42105263157895
13525,17,23,40,23.9,0,28,12,0,0,0.0,0.0,57.5
13526,7,12,19,22.57894736842105,0,16,3,0,0,0.0,0.0,63.1578947368421
13527,623,641,1264,35.92879746835443,116,317,458,193,180,9.177215189873417,14.240506329113924,50.712025316455694
13528,17,26,43,23.837209302325583,0,32,11,0,0,0.0,0.0,60.46511627906977
13529,14,13,27,25.22222222222222,0,14,13,0,0,0.0,0.0,48.148148148148145
13530,343,406,749,42.01335113484646,54,150,222,158,165,7.209612817089453,22.029372496662216,54.205607476635514
13531,44,46,90,23.788888888888888,0,61,29,0,0,0.0,0.0,51.111111111111114
13532,19,19,38,23.05263157894737,4,16,18,0,0,10.526315789473685,0.0,50.0
13533,650,572,1222,33.215220949263504,94,410,407,214,97,7.6923076923076925,7.937806873977086,46.808510638297875
13534,19,25,44,23.90909090909091,0,28,16,0,0,0.0,0.0,56.81818181818182
13535,464,416,880,37.23522727272727,31,254,327,142,126,3.522727272727273,14.318181818181818,47.27272727272727
13536,17,11,28,22.892857142857142,0,21,7,0,0,0.0,0.0,39.285714285714285
13537,11,25,36,22.97222222222222,0,28,8,0,0,0.0,0.0,69.44444444444444
13538,16,15,31,23.225806451612904,1,21,9,0,0,3.225806451612903,0.0,48.38709677419355
13539,1031,948,1979,32.69934310257706,140,611,774,301,153,7.074279939363315,7.731177362304194,47.90298130368873
13540,48,63,111,23.234234234234233,2,69,40,0,0,1.8018018018018018,0.0,56.75675675675676
13542,803,917,1720,38.801162790697674,138,369,606,295,312,8.023255813953488,18.13953488372093,53.31395348837209
13543,3,3,6,24.833333333333332,2,0,3,1,0,33.333333333333336,0.0,50.0
13545,130,138,268,27.044776119402986,15,127,110,5,11,5.597014925373134,4.104477611940299,51.492537313432834
13546,79,50,129,30.689922480620154,3,50,53,20,3,2.3255813953488373,2.3255813953488373,38.75968992248062
13701,16,12,28,33.392857142857146,5,6,9,6,2,17.857142857142858,7.142857142857143,42.857142857142854
13702,5,3,8,34.0,3,1,0,4,0,37.5,0.0,37.5
13703,228,217,445,38.92584269662921,87,63,82,158,55,19.55056179775281,12.359550561797754,48.764044943820224
13704,384,406,790,39.332911392405066,124,136,167,239,124,15.69620253164557,15.69620253164557,51.392405063291136
13705,126,112,238,34.37394957983193,46,45,63,65,19,19.327731092436974,7.983193277310924,47.05882352941177
13706,147,135,282,41.808510638297875,54,29,50,97,52,19.148936170212767,18.43971631205674,47.87234042553192
13707,210,228,438,39.449771689497716,50,80,128,108,72,11.415525114155251,16.438356164383563,52.054794520547944
13708,5,15,20,62.2,0,0,3,10,7,0.0,35.0,75.0
13709,612,470,1082,32.16173752310536,30,479,351,144,78,2.7726432532347505,7.208872458410351,43.438077634011094
13710,157,168,325,24.209230769230768,0,203,121,1,0,0.0,0.0,51.69230769230769
13711,148,165,313,36.926517571884986,21,72,131,40,49,6.7092651757188495,15.654952076677317,52.715654952076676
13712,27,14,41,23.390243902439025,0,30,11,0,0,0.0,0.0,34.146341463414636
13713,92,107,199,38.64824120603015,47,16,47,65,24,23.618090452261306,12.06030150753769,53.768844221105525
13714,8,1,9,41.22222222222222,0,1,3,5,0,0.0,0.0,11.11111111111111
13715,573,568,1141,33.104294478527606,82,350,444,146,119,7.186678352322524,10.429447852760736,49.7808939526731
13801,112,119,231,50.32900432900433,27,19,39,57,89,11.688311688311689,38.52813852813853,51.515151515151516
13802,353,313,666,35.24324324324324,82,119,243,178,44,12.312312312312311,6.606606606606607,46.996996996997
13803,6,3,9,29.77777777777778,1,2,4,2,0,11.11111111111111,0.0,33.333333333333336
13804,398,424,822,46.49513381995134,114,96,135,232,245,13.86861313868613,29.805352798053526,51.58150851581509
13805,19,16,35,35.542857142857144,9,3,12,7,4,25.714285714285715,11.428571428571429,45.714285714285715
13806,17,17,34,32.14705882352941,9,4,10,8,3,26.470588235294116,8.823529411764707,50.0
13807,273,256,529,45.1758034026465,50,56,122,200,101,9.45179584120983,19.092627599243855,48.39319470699433
13808,12,33,45,82.31111111111112,0,0,0,3,42,0.0,93.33333333333333,73.33333333333333
13809,966,1012,1978,40.21840242669363,325,238,550,490,375,16.430738119312437,18.958543983822043,51.16279069767442
13810,4,7,11,23.363636363636363,0,9,2,0,0,0.0,0.0,63.63636363636363
13811,3,8,11,24.818181818181817,1,3,7,0,0,9.090909090909092,0.0,72.72727272727273
13812,186,188,374,45.096256684491976,49,43,83,92,107,13.101604278074866,28.609625668449198,50.26737967914438
13813,12,4,16,23.375,0,14,1,1,0,0.0,0.0,25.0
13814,295,315,610,39.011475409836066,86,58,230,162,74,14.098360655737705,12.131147540983607,51.63934426229508
13815,30,31,61,23.770491803278688,0,44,17,0,0,0.0,0.0,50.81967213114754
13816,581,600,1181,40.06181202370872,139,155,379,326,182,11.769686706181202,15.410668924640136,50.804403048264184
13817,24,16,40,22.225,0,38,2,0,0,0.0,0.0,40.0
13818,167,231,398,38.01005025125628,68,55,112,100,63,17.08542713567839,15.829145728643216,58.040201005025125
13819,300,221,521,23.48560460652591,2,344,175,0,0,0.3838771593090211,0.0,42.41842610364683
13820,28,76,104,84.77884615384616,0,0,0,2,102,0.0,98.07692307692308,73.07692307692308
13821,23,32,55,81.32727272727273,0,0,0,4,51,0.0,92.72727272727273,58.18181818181818
13822,364,435,799,45.46433041301627,125,100,164,176,234,15.644555694618273,29.286608260325405,54.44305381727159
13823,120,153,273,36.124542124542124,47,41,91,61,33,17.216117216117215,12.087912087912088,56.043956043956044
13824,159,162,321,47.401869158878505,52,26,67,65,111,16.1993769470405,34.57943925233645,50.467289719626166
13825,127,172,299,54.43478260869565,17,28,51,71,132,5.68561872909699,44.147157190635454,57.525083612040135
13826,293,362,655,48.49923664122137,91,66,97,175,226,13.893129770992367,34.50381679389313,55.267175572519086
13829,9,4,13,38.15384615384615,0,1,8,4,0,0.0,0.0,30.76923076923077
13901,345,318,663,47.450980392156865,79,69,120,193,202,11.91553544494721,30.46757164404223,47.963800904977376
13902,433,417,850,31.78705882352941,206,149,258,163,74,24.235294117647058,8.705882352941176,49.05882352941177
13903,423,384,807,32.391573729863694,194,164,193,189,67,24.039653035935565,8.302354399008674,47.58364312267658
13904,73,68,141,35.666666666666664,35,16,42,26,22,24.822695035460992,15.602836879432624,48.226950354609926
13905,337,336,673,29.549777117384846,197,134,166,134,42,29.27191679049034,6.240713224368499,49.925705794947994
13906,204,200,404,44.551980198019805,71,47,66,87,133,17.574257425742573,32.92079207920792,49.504950495049506
13907,132,122,254,25.003937007874015,94,55,59,38,8,37.00787401574803,3.1496062992125986,48.031496062992126
13908,465,489,954,31.446540880503143,234,212,232,197,79,24.528301886792452,8.280922431865829,51.257861635220124
13909,33,61,94,82.0,0,0,0,4,90,0.0,95.74468085106383,64.8936170212766
13910,33,17,50,42.62,3,3,19,19,6,6.0,12.0,34.0
16002,13,7,20,79.65,0,0,0,1,19,0.0,95.0,35.0
16003,9,23,32,79.34375,0,0,0,3,29,0.0,90.625,71.875
16004,347,416,763,52.44429882044561,71,53,92,265,282,9.305373525557012,36.959370904325034,54.521625163827
16005,2,7,9,72.88888888888889,0,0,0,2,7,0.0,77.77777777777777,77.77777777777777
16006,3,7,10,70.1,0,0,1,3,6,0.0,60.0,70.0
16007,62,44,106,38.264150943396224,15,23,25,30,13,14.150943396226415,12.264150943396226,41.509433962264154
16008,51,40,91,36.86813186813187,18,13,21,31,8,19.78021978021978,8.791208791208792,43.956043956043956
16009,353,236,589,36.60950764006791,32,121,244,152,40,5.432937181663837,6.791171477079796,40.0679117147708
16011,247,253,500,47.066,68,34,113,127,158,13.6,31.6,50.6
16012,48,61,109,49.38532110091743,15,6,16,35,37,13.761467889908257,33.944954128440365,55.96330275229358
16015,13,12,25,40.68,5,2,6,6,6,20.0,24.0,48.0
16017,46,51,97,41.65979381443299,16,11,24,29,17,16.49484536082474,17.52577319587629,52.577319587628864
16019,6,6,12,22.166666666666668,6,0,6,0,0,50.0,0.0,50.0
16020,7,6,13,42.53846153846154,3,0,3,4,3,23.076923076923077,23.076923076923077,46.15384615384615
16023,50,40,90,39.67777777777778,17,10,21,28,14,18.88888888888889,15.555555555555555,44.44444444444444
16025,349,347,696,44.410919540229884,117,57,154,201,167,16.810344827586206,23.99425287356322,49.85632183908046
16026,338,359,697,37.75035868005739,152,67,197,158,123,21.8077474892396,17.647058823529413,51.506456241033
16027,12,11,23,41.04347826086956,4,4,3,10,2,17.391304347826086,8.695652173913043,47.82608695652174
16028,17,12,29,39.724137931034484,6,1,9,10,3,20.689655172413794,10.344827586206897,41.37931034482759
16401,86,96,182,41.357142857142854,31,22,36,65,28,17.032967032967033,15.384615384615385,52.747252747252745
16402,165,158,323,32.256965944272444,87,44,89,88,15,26.934984520123837,4.643962848297214,48.916408668730654
16403,26,17,43,68.72093023255815,0,0,0,17,26,0.0,60.46511627906977,39.53488372093023
16404,14,20,34,70.17647058823529,0,0,2,8,24,0.0,70.58823529411765,58.8235294117647
16405,11,8,19,52.21052631578947,1,2,3,7,6,5.2631578947368425,31.57894736842105,42.10526315789474
16406,24,13,37,22.513513513513512,0,30,7,0,0,0.0,0.0,35.13513513513514
16407,2,1,3,24.666666666666668,0,1,2,0,0,0.0,0.0,33.333333333333336
16408,7,2,9,23.333333333333332,0,6,3,0,0,0.0,0.0,22.22222222222222
16409,4,3,7,27.142857142857142,1,4,1,0,1,14.285714285714286,14.285714285714286,42.857142857142854
16410,5,2,7,25.714285714285715,0,4,3,0,0,0.0,0.0,28.571428571428573
16411,33,14,47,23.48936170212766,0,31,16,0,0,0.0,0.0,29.78723404255319
16412,349,325,674,23.811572700296736,3,468,199,4,0,0.44510385756676557,0.0,48.21958456973294
16413,8,4,12,60.916666666666664,0,0,1,8,3,0.0,25.0,33.333333333333336
16414,23,18,41,22.951219512195124,1,28,12,0,0,2.4390243902439024,0.0,43.90243902439025
16415,57,34,91,24.12087912087912,0,58,33,0,0,0.0,0.0,37.362637362637365
16416,275,266,541,34.059149722735675,36,180,203,45,77,6.654343807763401,14.232902033271719,49.16820702402958
16417,341,258,599,25.731218697829718,23,362,179,21,14,3.8397328881469117,2.337228714524207,43.07178631051753
16419,2,2,4,22.75,0,4,0,0,0,0.0,0.0,50.0
16420,2,2,4,22.5,0,2,2,0,0,0.0,0.0,50.0
16421,1,3,4,22.75,0,4,0,0,0,0.0,0.0,75.0
16422,3,1,4,22.25,0,4,0,0,0,0.0,0.0,25.0
16423,2,3,5,22.6,0,4,1,0,0,0.0,0.0,60.0
16424,2,3,5,21.6,0,5,0,0,0,0.0,0.0,60.0
16425,526,547,1073,43.014911463187325,175,123,196,368,211,16.309412861136998,19.664492078285182,50.97856477166822
16426,1102,1211,2313,45.046260268050155,370,193,474,675,601,15.996541288370082,25.98357111975789,52.35624729788154
16427,432,475,907,36.36824696802646,175,94,305,225,108,19.294377067254686,11.907386990077178,52.37045203969129
16428,17,43,60,85.4,0,0,0,1,59,0.0,98.33333333333333,71.66666666666667
16429,43,38,81,32.49382716049383,14,18,25,20,4,17.28395061728395,4.938271604938271,46.91358024691358
17501,101,93,194,42.922680412371136,28,22,50,45,49,14.43298969072165,25.257731958762886,47.93814432989691
17502,125,114,239,49.93305439330544,32,23,32,60,92,13.389121338912133,38.49372384937239,47.69874476987448
17503,280,209,489,30.69120654396728,122,103,130,115,19,24.948875255623722,3.885480572597137,42.740286298568506
17505,83,119,202,53.09405940594059,15,5,44,76,62,7.425742574257426,30.693069306930692,58.91089108910891
17506,570,654,1224,46.3921568627451,192,105,249,299,379,15.686274509803921,30.964052287581698,53.431372549019606
17507,423,380,803,29.957658779576587,173,228,198,167,37,21.54420921544209,4.60772104607721,47.3225404732254
17508,101,38,139,38.35971223021583,7,29,50,41,12,5.0359712230215825,8.633093525179856,27.33812949640288
99999,283,92,375,33.74666666666667,13,99,177,78,8,3.466666666666667,2.1333333333333333,24.533333333333335
