KOMM_TOT_21,FOLK1A_2026K2,SOGN1_2026_sum,SOGN10_2022_sum,POSTNR_2026_sum,M1_map_sum,M2_map_sum,M3_map_sum,M3_folk_sum,M4_sum,M5_sum,M6_sum,preferred_pop_total_sum,preferred_age0_sum,preferred_age65_sum,M3_parish_max_abs_err,M3_parish_mean_abs_err
205987.0,213431.0,213067.0,205954.0,207331.0,213041.8722731339,213027.56411776214,213040.64014346414,213430.99999999994,205983.52937454553,205987.0,207323.55095152714,213430.99999999994,32417.655954016518,37701.960788787634,0.0,0.0
