,walk_access_15m,bike_access_15m,pt_stop_access_20m,green_share_pct,env_quality,env_burden,builtup_pct,road_buf_pct,pop_density_km2
walk_access_15m,1.0,0.8564096294713942,0.7096550482013786,-0.11993935937005358,-0.43948523282416996,0.5554475331513247,0.7668716971918018,-0.026199100963057276,0.5060648248481413
bike_access_15m,0.8564096294713942,1.0,0.7424313123728742,-0.11830000598503379,-0.460807198723196,0.5882140839025158,0.7590550908182966,-0.002235773330919316,0.4509703438959811
pt_stop_access_20m,0.7096550482013786,0.7424313123728742,1.0,-0.11252016187658609,-0.38122198136833796,0.47032112872867904,0.621696116676498,-0.029280674870144994,0.36443022620088433
green_share_pct,-0.11993935937005358,-0.11830000598503379,-0.11252016187658609,1.0,0.7644323461182635,-0.5937038765570302,-0.24105892298255208,-0.02223447731937365,-0.10523998629391236
env_quality,-0.43948523282416996,-0.460807198723196,-0.38122198136833796,0.7644323461182635,1.0,-0.960725989039921,-0.6207650853317876,-0.29973231985067866,-0.28428128342709913
env_burden,0.5554475331513247,0.5882140839025158,0.47032112872867904,-0.5937038765570302,-0.960725989039921,1.0,0.7413080182387342,0.3356581782051251,0.34618902975817634
builtup_pct,0.7668716971918018,0.7590550908182966,0.621696116676498,-0.24105892298255208,-0.6207650853317876,0.7413080182387342,1.0,-0.05913915683745818,0.4880924182456548
road_buf_pct,-0.026199100963057276,-0.002235773330919316,-0.029280674870144994,-0.02223447731937365,-0.29973231985067866,0.3356581782051251,-0.05913915683745818,1.0,-0.04651399513910984
pop_density_km2,0.5060648248481413,0.4509703438959811,0.36443022620088433,-0.10523998629391236,-0.28428128342709913,0.34618902975817634,0.4880924182456548,-0.04651399513910984,1.0
